Country,State,County,Payam,HF,DHIS2 ID,Health Facility,HF Level,Colours,Block,LOT
South Sudan,Western Equatoria State,Ezo County,Naandi Payam,Nagasi PHCU,qETxTwYpHyC,Nagasi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Nagbaka PHCU,Bo73vmhfUyj,Nagbaka PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Nagero Payam,Nagero PHCC,ZrmgmesWdQp,Nagero PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Nagishot Payam,Nagishot PHCC,w6jEkgBiMw6,Nagishot PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta South County,Pwata Payam,Nak Nak PHCU,WtCTR1fJFVn,Nak Nak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Nakapazi P PHCU,cllEKHO3wlu,Nakapazi P PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Panyikang County,Panyikang Payam,Nakdiar PHCU,m7KX5o2sDqp,Nakdiar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Losite Payam,Nakoringole PHCU,yfehYw4qBlT,Nakoringole PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta South County,Machi II Payam,Nakware PHCU,VmQciys5ZVG,Nakware PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Narus Payam,NALIEL PHCU,gVwVVyOeiYW,NALIEL PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Namaiku PHCU,YGv3uRTvNyV,Namaiku PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Nambia PHCU,myUSxqsSvdb,Nambia PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Lomeyen Payam,Naminitoit PHCU,gbmucC9MZ4r,Naminitoit PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Mosingo Payam,Namonicheck PHCU,B3iEykjl3mh,Namonicheck PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Kauto Payam,NAMORUPUS PHCU,oRs4ZgmqXJp,NAMORUPUS PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Namutina Payam (Nagero),Namutina PHCC,WUJysFLYG6Y,Namutina PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Bagidi Payam,Nangbabe1 PHCU,vTp4vkqQDPH,Nangbabe1 PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Nangere PHCU,SXrScpo8x41,Nangere PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Sakure Payam,Nangirimo PHCU,vDwXFYFdnfX,Nangirimo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Najie Payam,Nangoletirae PHCU,IV4ktvku6CW,Nangoletirae PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Mupoi Payam,Nangongo PHCU,FBci2Yu66Lb,Nangongo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Nanzinga PHCU,thXJo6oloMS,Nanzinga PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Napere PHCU,OCYBvJCaRdp,Napere PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta South County,Pwata Payam,Napetait PHCC,ntGMMLG0CMq,Napetait PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Katodori Payam,NAPOTPOT (Loburi) PHCU,tVTsvzm6dSB,NAPOTPOT (Loburi) PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Narus Payam,Narus CDoT PHCC,QjUEAAeYFew,Narus CDoT PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Narus Payam,Narus PHCC,VQOmGKq1wh1,Narus PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Mogos Payam,Nasigigriate PHCU,fiMuSPDeCKP,Nasigigriate PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Nasir Payam,Nasir HOSPITAL,Fb5xo3iyUr0,Nasir HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Natabu PHCU,YQYJTfp2zeu,Natabu PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Loudo Payam,Nathilani PHCU,lMGHqRjgj8s,Nathilani PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Chumakori Payam,Nawoyamuria PHCU,fYaWkEgqwwy,Nawoyamuria PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lokiliri Payam,Nesitu PHCU,tXkVCejzUVz,Nesitu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Mareang Payam,New Fangak Lele PHCC,vDprIk9Iu9w,New Fangak Lele PHCC,   County Hospital,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Natinga Payam,New Site Wodran PHCC,izweOJT2h5i,New Site Wodran PHCC,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Ngaluma PHCU,weACGEMugGT,Ngaluma PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lirya Payam,Ngangalla PHCU,AfJsSuUf82X,Ngangalla PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Ananatak Payam,Ngapagok DTC PHCC,TtXEt2gkngj,Ngapagok DTC PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Loudo Payam,Ngatuba PHCU,E4cZHPJq3OM,Ngatuba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Ngauro Payam,Ngauro PHCC,vknLbpsFuKA,Ngauro PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Rii - Yubu Payam,Ngboko PHCU,pgQndMGmvak,Ngboko PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Ngamunde Payam,Ngburusai PHCU,dBDmUd79aV4,Ngburusai PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Ngisa PHCU,L7nHmK8wOQ7,Ngisa PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Ngodakala PHCC,WcxqzTRJKYY,Ngodakala PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Namutina Payam (Nagero),Ngogala PHCU,uGZAg0bfs05,Ngogala PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Ngoku PHCU,ebA88EfJdLz,Ngoku PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Ngolingbo PHCU,oj4daGXvNzC,Ngolingbo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Namutina Payam (Nagero),Ngonzorono PHCU,dG9VW0Zcq9Z,Ngonzorono PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Unity State,Mayom County,Ngop Payam,Ngop PHCU,wRYziNnXfIN,Ngop PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Rubkona County,Nhialdiu Payam,Nhialdiu PHCC,q93LRwf4ApN,Nhialdiu PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Unity State,Guit County,Niemni Payam,Niemni PHCC,qLowRGqGrbL,Niemni PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Maban County,Khor El Amer Payam,Nilla PHCU,UlV8PXb7AqP,Nilla PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lakamadi Payam,Kasiko PHCU,oCSJOabss5P,Kasiko PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Kediba PHCC,NsDebVnkSTF,Kediba PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Akobo County,Dengjok Payam,Nukta Thoklial PHCC,Dt97oqHZioJ,Nukta Thoklial PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Wulu County,Domoloto Payam,Nuktamanga PHCU,GlLhzZQCBpN,Nuktamanga PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Mareang Payam,Nyadin PHCC,AwU5hPjjbg2,Nyadin PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Nyal Payam,Nyadong PHCU,AyXUZfRv3so,Nyadong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Nyaka PHCU,u3WyO39GK4o,Nyaka PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Nyakuron PHCC,pUykfjdr0Ac,Nyakuron PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Nyal Payam,Nyal PHCC,wQgd0NLtPJy,Nyal PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Gomjuer Center Payam,Nyamlel PHCC,o7Gkb1life2,Nyamlel PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek Centre County,Matangai Payam,Nyang Koot PHCU,NyLpqSCzTyJ,Nyang Koot PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol East County,Lekakedu Payam,Nyang PHCC,Iuht1D8s7kr,Nyang PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tindilo Payam,Nyanga PHCU,Lydtf0UZlME,Nyanga PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Naandi Payam,Nyasi PHCU,knBs0a5gNdS,Nyasi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pibor County,Marow Payam,Nyat PHCU,pOWugdk5WA9,Nyat PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Kurwai Payam,Nyawit PHCU,qddFWAT2qvQ,Nyawit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lokiliri Payam,Nyerjebi PHCU,xAipUefLQZa,Nyerjebi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Kigile Payam,Nyetok PHCU,y20mrF2xeQv,Nyetok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Panyikang County,Tonga Payam,Nyibodo PHCU,ieBz4t3VHlq,Nyibodo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Nyieth Payam,Nyieth PHCU,Y9w98870Bn8,Nyieth PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Terekeka Payam,Nyikabur PHCU,hCTlZbuutU4,Nyikabur PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Manyo County,Athidwoi Payam,Nyiliech PHCU,gcdWkij6D2p,Nyiliech PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Nyinakok PHCU,Krixhp36YCK,Nyinakok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Ayat West Payam,Nyinbouli PHCC,WWFFw8OZbiR,Nyinbouli PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Adongo Payam,Nyium PHCU,FlHdv5w4SiO,Nyium PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Alek West Payam,Nyokthiang PHCU,smSejZf5UJY,Nyokthiang PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Nyong Payam,Nyong PHCC,mnWwp7zFWy4,Nyong PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Nyori Payam,Nyori PHCU,BVfTPXnID7z,Nyori PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Northern Bari Payam,Nyuwa PHCU,aOMj25ylBmD,Nyuwa PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Nzama PHCU,XLKGyZtHkbJ,Nzama PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Nzara HOSPITAL,uidsoI5Nvy3,Nzara HOSPITAL,   County Hospital,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Nzara PHCC,JLTodKJa1Si,Nzara PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Kokori Payam,Kombi PHCU,AieiBV0cOsk,Kombi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Pochalla Payam,Obuodi PHCU,HM2L4bWOwXj,Obuodi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Hiyala Payam,Offi PHCU,HoiCzLwRmfC,Offi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Kotobi Payam,Kotobi PHCC,O1o6LKhy42i,Kotobi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Kudo Payam,Ofiriha PHCU,KLHwALY9yCp,Ofiriha PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Manyo County,Athidwoi Payam,Ogon PHCU,nYJ2uVg2OrC,Ogon PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Hiyala Payam,Oguruny PHCU,Je8eezh1lbq,Oguruny PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Bur Payam,Ohila PHCU,xsArVF5uOJZ,Ohila PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Pochalla Payam,Ojangbai PHCU,R1dkQik8wJM,Ojangbai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Akiela Payam,Okadi PHCU,vzj86WJa0Io,Okadi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang South Payam,Okorohore PHCU,mK81VJYa4fu,Okorohore PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Imurok Payam,Olere PHCU,q9EsWTJ6a61,Olere PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Kozi Payam,Kozi PHCU,PfZOK4nMz2J,Kozi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Olo PHCC,An2lcxQw1q7,Olo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Otogo Payam,Ombasi PHCC,JwuTZJuDgUH,Ombasi PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Omdurman PHCC,NhWxARW0Oau,Omdurman PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nzara County,Nzara Centre Payam,Kpasua PHCU,KWiuY9KroPN,Kpasua PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Witto Payam,Kporoloo PHCU,CLFUGuwY8aP,Kporoloo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Fashoda County,Lul Payam,Orinyi PHCC,dqK6furenke,Orinyi PHCC,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Kokori Payam,Kulu PHCU,B4hKc9kmCjW,Kulu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Bur Payam,Oronyo PHCC,lhCCODDA7LQ,Oronyo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Pibor Administrative Area,Pochalla County,Adongo Payam,Otallo PHCU,mc1vHeY1hM7,Otallo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Fashoda County,Kodok Payam,Otego PHCU,VTdMW0fpAhr,Otego PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Panyikang County,Dheteim Payam,Oweci PHCC,VlHTlgFViXR,Oweci PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Nagero Payam,Kuro PHCU,Bmi9OUuhUpF,Kuro PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Pabuong Payam,Pabuong PHCU,BTHKBmUyPap,Pabuong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Geng-geng Payam,Pabur PHCU,BpZn0q2Vu4G,Pabur PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Pachaar Payam,Pachak PHCU,pXqVSX9jThp,Pachak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Pachaar Payam,Pachar PHCU,lofNymInBIf,Pachar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Pachidi Payam,Pachidi/Lwala PHCU,b5UM6UTrYDc,Pachidi/Lwala PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Pachak Payam,Pacienjok PHCC,xQ1XxsDLwcY,Pacienjok PHCC,   PHCC,RED,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Pachong Payam,Pacong PHCC,TngmK03xodH,Pacong PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Wau Payam,Padek PHCC,SF1iZzZ7qSY,Padek PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Nyirol County,Pading Payam,Pading PHCU,e69RcQe5oYU,Pading PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Duk County,Pagak Payam,Pagaak PHCC,WiwhVgsqj3J,Pagaak PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Pagak Payam (Maiwut),Pagak PHCC,xmJmoE4dnWk,Pagak PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Awuul Payam,Pagakdit PHCU,szgFQSlc7bN,Pagakdit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Pagara PHCU,FeskMCKwXRE,Pagara PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Yirol East County,Pagarau Payam,Pagarau PHCC,OknWQSewYCP,Pagarau PHCC,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Pagil Payam,Pagil PHCC,mSAZP91HScC,Pagil PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Pagol Payam,Pagol PHCU,Vtff47l1nks,Pagol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Cueibet County,Pagor Payam,Pagor PHCU,EYexXzGX5ME,Pagor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Paguer Payam,Paguir PHCU,mKCGy8C98V6,Paguir PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Ngamunde Payam,Kwanga PHCU,L7p27izHOBS,Kwanga PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lakamadi Payam,Lakamadi PHCC,pfjiXMZJ9OP,Lakamadi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Duk County,Panyang Payam,Pajut Kurgai PHCC,irkSUtUX8iG,Pajut Kurgai PHCC,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Fangak County,Phom Payam,Pakaan PHCC,GgYDV5fCCLz,Pakaan PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Panyikang County,Pakang Payam,Pakang PHCU,HEvWFjcVGIN,Pakang PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Riau Payam,Pakor PHCU,hqEaB6qcg4j,Pakor PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Pakula PHCU,lggGHihWhLz,Pakula PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Panyikang County,Panyikang Payam,Pakwar PHCU,IVo4A2zThZy,Pakwar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Makuach Payam,Palabach PHCU,BzSRYzMijb6,Palabach PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Palal Payam,Palal PHCU,rZKywCoHgAl,Palal PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Paliang Payam,Paliang PHCU,pdogG0c92U7,Paliang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Twic East County,Ajuong Payam,Palieu PHCC,wPjb9k2q7ce,Palieu PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Paloch Payam,Paloc PHCC,xTNTQhGKQSK,Paloc PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Melut County,Paloch Payam (Melut),Paloch PHCC,MA5EbT5GcAZ,Paloch PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Bahr El Grindi Payam,Lali PHCU,OQn3Qv3esmn,Lali PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Langua PHCU,KX2suz7SSIL,Langua PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Pamach Payam,Pamac PHCU,VI9x549pcRd,Pamac PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,Pamat PHCU,R9XHkEh6fev,Pamat PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Pariang County,Jamjang Payam,Pamiir PHCC,wpXiwPG9hqp,Pamiir PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Pannyok Payam,Pan-Nyok PHCC,wfF3S919gtL,Pan-Nyok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch West Payam,Panacier PHCU,Tz7Sumyf2AN,Panacier PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Thiet Payam,Panakdit PHCU,QqHz9rA5ATb,Panakdit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Pachong Payam,Panawac PHCU,XdqI21TijU2,Panawac PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Turalei Payam,Pandit PHCU,g5a2STFFTHa,Pandit PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Gher Payam,Pandit PHCU,xvwUTq5YnkU,Pandit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Yirol West County,Abang Payam,Pankar PHCU,vbJFIPIt7JC,Pankar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Manloor Payam,Pankot PHCU,cTvRyidgzMz,Pankot PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Riau Payam,Panliet PHCU,addukZNoG2A,Panliet PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Melut County,Panomdit Payam,Panomdit PHCU,rg2yeyxbDRF,Panomdit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil South County,Panthou Payam,Panthou DTC PHCC,XULLgqw57Nj,Panthou DTC PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil West County,Gomjuer West Payam,Pantit PHCU,TYkNJMWCNdz,Pantit PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Twic East County,Kongor Payam,Panyagor County Hospital,bVvmI1lu9JF,Panyagor County Hospital,   County Hospital,Green,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Pariang County,Pariang Payam,Panyang PHCC,qsrvSTloN5S,Panyang PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Abiemnhom County,Abiemnom Payam,Panyang PHCU,zZvuNYtjDlC,Panyang PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Morobo County,Panyume Payam,Panyume PHCU,V6zPJywJBCr,Panyume PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Kolnyang Payam,Pariak PHCC,VxCdwwGXdI8,Pariak PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Upper Nile State,Melut County,Bimachuk Payam,Pariak PHCU,ZRZlKic6IjU,Pariak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Ruweng Administrative Area,Pariang County,Pariang Payam,Pariang HOSPITAL,YRy4KvqAz5w,Pariang HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Paringa Payam,PARINGA PHCU,fE97HbakOEi,PARINGA PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Ibba Centre Payam,Pastor Poul MC PHCU,HRCzZXjcSzt,Pastor Poul MC PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Pigi County,Khorwac Payam,Patai PHCU,dkKaUTlbv2f,Patai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Uror County,Motot Payam,Pathai PHCU,hGj7HPGthxf,Pathai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Panyijar County,Kol Payam,Pathiel PHCU,YO8zZaj5Exc,Pathiel PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Lanyi PHCC,P2sfwqKciKr,Lanyi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Twic East County,Pakeer Payam,Patiou PHCC,xWJOQfOE2JE,Patiou PHCC,   PHCC,Green,#REF!,#REF!
