Country,State,County,Payam,HF,DHIS2 ID,Health Facility,HF Level,Colours,Block,LOT
South Sudan,Warrap State,Tonj East County,Malualcum Payam,Kacuat PHCU,pPkqNBJ1BNI,Kacuat PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Alek West Payam,Keet PHCU,a1Hzc1llmC2,Keet PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Kirik Payam,Kirrik PHCU,rbZBl5Hxa1J,Kirrik PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Kuac North Payam,Kuajok State HOSPITAL,Qf6zm1BRggO,Kuajok State HOSPITAL,  State Hospital,Orange,#REF!,#REF!
South Sudan,Warrap State,Tonj East County,Paweng Payam,Kuelcuk PHCU,Q7XZjYMLj5k,Kuelcuk PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Udici Payam,Abou PHCU,MTyMTPlEnhW,Abou PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Uyujuku Payam,Abul PHCU,o7Cn1xEGbTP,Abul PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Abushaka PHCU,RHwLjL3DYCZ,Abushaka PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Achong Chong PHCC,I2SO4YQzs7c,Achong Chong PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,Achot PHCU,UvAVXHPdkKY,Achot PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Adet PHCU,unXoRwN97Yq,Adet PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Agok PHCC,PJ3KBk7GGM3,Agok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Ajugo PHCU,UyTWIPClYXW,Ajugo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Akonbet PHCU,xoWNJVKsWFy,Akonbet PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,Akrok PHCU,uhsYCb6DeVS,Akrok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Alelchok PHCU,iCloO1evpPi,Alelchok PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Alelthony PHCU,auSGD5IEa82,Alelthony PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Aljazeira PHCC,iqMdqcRIxHQ,Aljazeira PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Boro Medina PHCC,sSc3lnlsVlk,Boro Medina PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau South Payam,Daniel Comboni HOSPITAL,e23phva0S0A,Daniel Comboni HOSPITAL,   County Hospital,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Uyujuku Payam,Deim Zubeir PHCC,yHwWdVdIvVH,Deim Zubeir PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Deimjallab PHCU,dFVPd1Fl07c,Deimjallab PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Raga Payam,Deleba PHCU,vEq8auHPs1h,Deleba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Dhekou PHCU,v9RM7OoRf5Q,Dhekou PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Rocrocdong Payam,East Bank PHCC,YrUWKzUdnMn,East Bank PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Bagari Payam,Farajala PHCU,q1r3dKC8aad,Farajala PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Gessboro PHCU,xsFPLfw2OeD,Gessboro PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Udici Payam,Gette PHCU,QrsDZTigsmf,Gette PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Kpaile Payam,Giatan PHCU,d7VdwGUPl43,Giatan PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Bafra PHCU,T07sKDUlgjT,Hai Bafra PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Hai Dinka PHCC,fkIY4lnxM6i,Hai Dinka PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Besselia Payam,Kaabi PHCU,SQRBBVNcm69,Kaabi PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kangi Payam,Kangi PHCC,MQ8o8zEwqJi,Kangi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Udici Payam,Kanyango PHCU,quXY8r42uAK,Kanyango PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Ringi Payam,Katta PHCU,vO0Dp1ALXPP,Katta PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Kuajiena Payam,Kuajena PHCC,MLNC5QWCwYG,Kuajena PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Marial Bai Payam,Kuom PHCU,LsegzgTcgTv,Kuom PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Raga County,Uyujuku Payam,Kuru PHCC,G8uroz3XS4b,Kuru PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Affa PHCU,wRZbUkH5K8g,Affa PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Minga Payam,Agyi PHCU,vWERHsSz5bh,Agyi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Akpa PHCU,bZmyqQnCBy4,Akpa PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Amadi Payam,Amadi PHCU,If60O9veey1,Amadi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Kozi Payam,Amaki PHCU,yhAHWejNn5d,Amaki PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Ibba Centre Payam,Bishop Duatuka PHCU,jaCHq3dNIsu,Bishop Duatuka PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Amadi Payam,Bitti PHCU,KdeD5jsgFFG,Bitti PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Yambio Town Payam,Bodo PHCU,IzuqcDwL4hg,Bodo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Bagori Payam,Bogori PHCU,U6paRuC0FQO,Bogori PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Bangolo Payam,Bongolo PHCC,A05vJEYgDIk,Bongolo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Buagyi PHCU,VZT2cmQHKOO,Buagyi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Burezigbo PHCU,h1huRCt9Q0A,Burezigbo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Kozi Payam,Chochoro PHCU,kcgPOgga70z,Chochoro PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Namutina Payam (Nagero),Dangu PHCU,L70twy21iB6,Dangu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Dari Payam,Dari PHCU,Czo5w2D9t1t,Dari PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Naandi Payam,Diabio PHCU,p8VVtV4PoDZ,Diabio PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Dingimo PHCU,hEuKuJkZUyK,Dingimo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Mvolo Payam,Domeri PHCU,Oi2yQ2BsyHs,Domeri PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Don Bosco Clinic PHCC,GdScjiY0b11,Don Bosco Clinic PHCC,   PHCC,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Landili Payam,Dorrolilli PHCU,UZ4lQWg2muu,Dorrolilli PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Dosho PHCU,rgBQb8B65tm,Dosho PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Ibba Centre Payam,Duatuka PHCU,wCxn1uU7KoO,Duatuka PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Landili Payam,Dukudu-olo PHCC,NRhiIlVBemz,Dukudu-olo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Duma Payam,Duma PHCU,jUWCN4Uugrc,Duma PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,ECS Masumbu PHCU,EEWVUlVRYzQ,ECS Masumbu PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Ezo Hospital,EiULmp38gHE,Ezo Hospital,   County Hospital,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Gabat PHCU,eaiA8q78lEi,Gabat PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Gamunakpe PHCU,zOH0XmIOR2P,Gamunakpe PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Gangura Payam,Gangura PHCC,ZI7b5hizWNL,Gangura PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Kotobi Payam,Garia PHCU,x3g2hgm8uZv,Garia PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Bagori Payam,Gira PHCU,xKXeDpPeH44,Gira PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Kotobi Payam,Goribalau PHCU,XNYKYFhwKBo,Goribalau PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri West County,Mundri Payam,Gulu PHCU,PZNTOnjdAbd,Gulu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mvolo County,Lessi Payam,Lesi PHCU,llLWygkn9cQ,Lesi PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Lieth PHCC,RYIYJHp5w2j,Lieth PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch East Payam,Lietnhom DTC PHCC,fC5wLjkGYG6,Lietnhom DTC PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Kenyi Payam,Limbe PHCC,lmTCXjmTgcX,Limbe PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo One Payam,Limi PHCU,qzz91rAFKFx,Limi PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Wuji Payam,Limuro PHCU,dbWHgaOQnjq,Limuro PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lirya Payam,Lirya PHCC,DOgXGTDa7d4,Lirya PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo One Payam,Litoba PHCU,Ed2klEVwkL9,Litoba PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Nagero County,Namutina Payam (Nagero),Guruvanza PHCU,L9Qx6jiMYMB,Guruvanza PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang North Payam,Lobira PHCU,uJ4l1sq4zuO,Lobira PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Ibba Centre Payam,Ibba PHCC,uBgFxsrfllW,Ibba PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lobonok Payam,Lobonok PHCC,mCpjOQGtUTO,Lobonok PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Lobwaye PHCU,Bg0QRSe2YRw,Lobwaye PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang South Payam,Lodurumo PHCU,nR7pxRpvLAh,Lodurumo PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Lomohidang South Payam,Lodwara PHCU,pcCmjhp7LB1,Lodwara PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Lofulung PHCU,zQV8buvNhr5,Lofulung PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Losite Payam,Lofus PHCU,Dt17DuPliyN,Lofus PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Logire Hutuk-hinyang PHCU,YTXKZXTWogV,Logire Hutuk-hinyang PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Otogo Payam,Logo PHCU,XmNvlQFVY9s,Logo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Yei County,Yei Town Payam,Logobero PHCU,UPdJomdTbuR,Logobero PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Arihilo Payam,Logonowati PHCU,sRnlrEG3rIq,Logonowati PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Kajo-Keji County,Kangapo Two Payam,Logu PHCU,UA4j4MmGS1H,Logu PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Lainya Payam,Logwili PHCU,ImAhxEgkhRn,Logwili PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Komori Payam,Lojiong PHCU,hMek4rCAHQ1,Lojiong PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Reggo Payam,Lojora PHCU,JUv4PT55G6X,Lojora PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Lainya County,Lainya Payam,Loka Round PHCU,iygMRbdWOgE,Loka Round PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Komori Payam,Lokidele PHCU,nsqzsCQ6S8i,Lokidele PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Lokiliri Payam,Lokiliri PHCC,zqcxljcTibn,Lokiliri PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Karukomuge Payam,Lokoges PHCU,UQUciONr4OR,Lokoges PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Wau County,Wau North Payam,Lokoloko PHCC,hTHoG3R84X7,Lokoloko PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Kator Payam,Lologo PHCC,yQGv7u2PPDd,Lologo PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Lomeyen Payam,Lomeyen PHCU,Bs37IJ3170C,Lomeyen PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Lohutok Payam,Loming PHCU,SnkzLcgZpwf,Loming PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Imotong Payam,Lomwoo PHCU,oElIJgkgCK1,Lomwoo PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Mambe Payam,Longbua PHCU,hj4t9X7ukF8,Longbua PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta South County,Longeleya Payam,Longeleya PHCU,E5DmJjUiPW2,Longeleya PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Lafon/Lopa County,Longiro Payam,Longiro PHCU,Ckqhne6EQbK,Longiro PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Ibba Centre Payam,Ibba Prison PHCU,YdR59q7Fzkw,Ibba Prison PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Narus Payam,Loolim PHCU,bNyekr4BEHr,Loolim PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta North County,Karukomuge Payam,Lopetet PHCU,YpNL1qI5M5R,Lopetet PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Lotukei Payam,Lorema PHCC,nJdHDRZr8to,Lorema PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Ikotos Payam,Lorima PHCU,XtdDWpOpSVm,Lorima PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Budi County,Loriyok Payam,Loriyok PHCU,GuzpyLAP434,Loriyok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Lotimor Payam,LOTIMOR PHCU,i9FEURIsw87,LOTIMOR PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Ikotos County,Losite Payam,Lotome PHCU,IcEJWC575L4,Lotome PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Reggo Payam,Lowirja PHCU,rKho7C1omCS,Lowirja PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Eastern Equatoria State,Torit County,Kudo Payam,Lowoi PHCC,v1fwJBDZGFZ,Lowoi PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Eastern Equatoria State,Kapoeta East County,Katodori Payam,Lowoyakali PHCU,J3IEGCOyxVH,Lowoyakali PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Lozoh PHCU,RXMgaCDfAeE,Lozoh PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Malakal County,Northern Malakal Payam,Luakat PHCU,iYOZOUWRiCd,Luakat PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Unity State,Leer County,Padeah Payam,Lual PHCU,XvUs4aufqEl,Lual PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Dingkar Payam,Lual Yak PHCU,oZVXebbILEy,Lual Yak PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Jonglei State,Bor South County,Makuach Payam,Lualdit PHCU,jEPSk679Mh6,Lualdit PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Lozoh Payam,Lui HOSPITAL,Gj5ckKJIoGm,Lui HOSPITAL,   County Hospital,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Morobo County,Lujulo Payam,Lujulo PHCU,ayjvQA1vHfl,Lujulo PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Fashoda County,Lul Payam,Lul West PHCU,VafYZGRtkMz,Lul West PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Luom Payam,Luom PHCU,GagLLNk1q4P,Luom PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Pathuon West Payam,Luonyaker PHCC,p0h0uXIRAcy,Luonyaker PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Tonj North County,Pagol Payam,Lurchuk PHCU,ADZgBWUbzQE,Lurchuk PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Northern Bari Payam,Luri rokwe PHCU,o7HqgAlmodH,Luri rokwe PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Northern Bari Payam,Luri-Somba PHCU,wLDazuCfBux,Luri-Somba PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Munuki Payam,Lutheran PHCC,dKYfU3t2Dl4,Lutheran PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Jonglei State,Twic East County,Pakeer Payam,Maar PHCC,MKe4Dklgfll,Maar PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Jonglei State,Ayod County,Pajiek Payam,Maar PHCU,CJF2Ms1fYWD,Maar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Tambura Payam,Mabaiku PHCU,QzSK4zO9C21,Mabaiku PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Rii - Yubu Payam,Mabenge PHCU,jTozE09VrMh,Mabenge PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Tambura County,Mupoi Payam,Mabia PHCU,rnvbr6ZUGym,Mabia PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Baach Payam,Mabil PHCC,aaDHurdcIeR,Mabil PHCC,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Equatoria State,Maridi County,Maridi Payam,Mabilindi PHCU,KiUCk7QLBa7,Mabilindi PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Western Bahr El Ghazal State,Jur River County,Wau Bai Payam,Mabior Abiem PHCU,SipHTvBZTyH,Mabior Abiem PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Tonj South County,Wath-alel Payam,Mabior yar PHCU,J1p1OP60EB9,Mabior yar PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil Centre County,Chel South Payam,Mabok Akot PHCU,siUTqJda7jP,Mabok Akot PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,Mabok Tong PHCU,NfcwAwnhjaO,Mabok Tong PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Aduel Payam,Mabor Duang PHCC,VbOJgeWh2Qo,Mabor Duang PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Atiaba Payam,Maboric PHCU,qEMCcv0xgue,Maboric PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Madebe Payam,Madebe PHCC,SuJv0v3iGDw,Madebe PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Mangar Tong Payam,Madhol PHCU,LWQyCrga2IH,Madhol PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Madhol Payam,Madhol PHCU,KaY5tH0xlny,Madhol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Upper Nile State,Luakpiny/Nasir County,Mading Payam,Mading PHCC,rKt06B3rC0S,Mading PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Central Equatoria State,Terekeka County,Tali Payam,Mading PHCU,OE2oPO6vnyY,Mading PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Unity State,Mayendit County,Pabuong Payam,Madol PHCU,QE5QiOHr5xB,Madol PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Ezo Centre Payam,Madoro PHCC,XSXqcp9Wq8C,Madoro PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ezo County,Yangiri Payam,Mafuyu PHCU,GhjKmPES8YF,Mafuyu PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Gogrial West County,Kuac South Payam,Magai PHCU,Zp0hpzYQ6H7,Magai PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Turalei Payam,Magak PHCC,E9ziQb9wpco,Magak PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Yambio County,Bangasu Payam,Magbuka PHCU,vxU5UO75BTg,Magbuka PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Iggi PHCU,CSPYyjXpcU8,Iggi PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Western Equatoria State,Mundri East County,Kediba Payam,Magyirii PHCU,C6gWIFxiIMq,Magyirii PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Central Equatoria State,Juba County,Juba Town Payam,Mahad PHCU,lWFMWMnpo3y,Mahad PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Upper Nile State,Maiwut County,Maiwut Payam,Maiwut PHCC,KIHfWzos4qS,Maiwut PHCC,   PHCU,RED,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual West Payam (Aweil N),Majak Bai PHCC,SeZj85CQP4B,Majak Bai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil North County,Malual Centre Payam,Majak Kar PHCC,pRJtRssStgH,Majak Kar PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Warrap State,Twic County,Pannyok Payam,Majak Pagai PHCC,FCLyEsv6gk2,Majak Pagai PHCC,   PHCC,Green,#REF!,#REF!
South Sudan,Lakes State,Rumbek East County,Aduel Payam,Majak-Jier PHCU,Wa1Ov3CORpU,Majak-Jier PHCU,   PHCU,Orange,#REF!,#REF!
South Sudan,Warrap State,Gogrial East County,Toch North Payam,Majak-Nyuom PHCU,x9Zmp3tu9GT,Majak-Nyuom PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Western Equatoria State,Ibba County,Nabanga Payam,Igyi PHCU,Vc4nTGBwfW7,Igyi PHCU,   PHCU,RED,#REF!,#REF!
South Sudan,Upper Nile State,Longochuk County,Guelguk Payam,Majiok PHCU,zOOTnc5oaVi,Majiok PHCU,   PHCU,Green,#REF!,#REF!
South Sudan,Northern Bahr El Ghazal State,Aweil East County,Malual Bai Payam,Majok Yith Thiou PHCU,z7WfhLAgOr0,Majok Yith Thiou PHCU,   PHCU,Green,#REF!,#REF!
